Customer_ID_Raw,Customer_ID_Hash,Risk_Score,Credit_History_Months,Transaction_Volume,Is_Flagged_Fraud
Global Bank_CUST_00416,09bb031837997e8172e97b1720a58b2a96b07e78fe65cafb321916bb4a5ae6ec,90,5,3619.58,1
Global Bank_CUST_00417,8091b9e42e710f89eebf92eaeb7faee5300181ad46194144e6cd783973d11459,2,13,4567.62,0
Global Bank_CUST_00418,eda0c9fea544f383affb61f332f4b844bd20494a0b16644dd0b33824691075fe,70,12,7027.7,0
Global Bank_CUST_00419,e11f2170ab2c531f57673476e7e532d6764e23187a8d59c127fc7cf346ea2ba9,97,61,5521.07,1
Global Bank_CUST_00420,c16d3c2f60ff659b40a0cee410b17167bee20d3aead772f8a2ab7a57086bc0a7,5,28,8205.61,0
Global Bank_CUST_00421,9ec16515f787f9d835595448432fbd61aed96ec53655bfda2fb22e5bfe0d1653,72,18,6113.86,0
Global Bank_CUST_00422,597c56f1abf7befc33a40ce28777f43699f16b86eb86402dee223d714c6808f3,29,36,3293.48,0
Global Bank_CUST_00423,2bd8c945549366323e7c432efa1badeddfe2e2a7a4131ce1032984210628fc2f,19,27,5855.31,0
Global Bank_CUST_00424,66332fa6b27659e30a52582702c55c2ff7ebc8db39e0f378116c3d501265f100,25,55,3637.23,0
Global Bank_CUST_00425,ab7da7e71369eb79e66b8017c92b972ceff1640953ea4a289a8ecda638a8c8eb,15,21,7732.56,0
Global Bank_CUST_00426,73d70526048536866791c05cc68bba9a03abda0d73173fc5b7eccb2773cea996,54,30,4086.19,0
Global Bank_CUST_00427,7817463afcfe8b6e5a51a65a2efa0710f5892f4fa181150936644b86177467c5,99,25,8292.96,1
Global Bank_CUST_00428,2b90ed7ffb7fd8c92efee8b9e885e881cecc67f6ec1677f0ea174af82c631554,96,7,7381.91,0
Global Bank_CUST_00429,5c842eeb63ab4415ff259b70e85b7641513d7b3777e79d38eca06d3cad3bffba,82,14,5294.49,1
Global Bank_CUST_00430,137e0db8889e473aa935887d1217a3abf43fa617552889a1f6215e738dfef2c7,56,19,5287.75,0
Global Bank_CUST_00431,d5809fbd76ae09eedb8f349bc9e099ddbc4a1966a029dd616b6deb551c2b34f6,41,23,4575.47,0
Global Bank_CUST_00432,e3fbd358b1d224414d6a57b3d25b928118cda3a5d6d1f98741096e9d0c64db12,90,16,5546.88,0
Global Bank_CUST_00433,aa073363da8539ec0d25f1f9d2a34e9e4af8d84f18ac121486d0f050e26681bb,26,42,3969.4,0
Global Bank_CUST_00434,d2f161c750d47815a37e4f8a825ce17dfc25d5fdb0fda796b1b1065eaf81351b,74,26,3032.04,0
Global Bank_CUST_00435,338aae7c76d7f854a45640fd2991ba2da04439ce321d7d2468fa6128bf139989,8,14,3202.16,0
Global Bank_CUST_00436,6d85c05e2ae3c6dd7ddcf6afc563834a42487215024c1b3c7cc0ffb5b61bf0e6,92,36,6163.35,1
Global Bank_CUST_00437,c94f0b201c87991a5397fdaa5fd0ba27c6e9898de0abaea65d97720431b6b799,32,7,4282.17,0
Global Bank_CUST_00438,69c6fb940479c0f7f0263ee2a8e42fc3bbc9ad9e4cb147311de948b4ca57612c,71,14,5915.39,0
Global Bank_CUST_00439,5343e10227633ff59e3800320261e9c6f6211e742cc9824374d63c0e6c7d75ee,87,17,7839.09,1
Global Bank_CUST_00440,cb3eed69bd40512675924e2fed7571e3a4cb56930a4344f54a95ac3f907d395d,68,21,3939.42,0
Global Bank_CUST_00441,b4d4de1bb2e57a5bf0fb628472948d8b5c40194c4eff23d6e7c3cd30c9d9ace2,86,28,2328.81,1
Global Bank_CUST_00442,22bb94a0356b22b8eef5ac0c7cc2256c6d3f89360725c651c8182a10ba036a0b,14,4,8979.39,0
Global Bank_CUST_00443,ff06f4037b7d770c11c2075e713fab85202046a4d0b90a71edcb5e47d86ee028,35,18,5972.6,0
Global Bank_CUST_00444,b878a87b2aa24d91340e88a69da6bae19b70abbc10de9a81125d9d0c7905e509,84,15,9753.64,0
Global Bank_CUST_00445,2bd88338b55f4e23b1ffb7149b1cceabd65e193470b540e2fbe00c9de0395ad1,37,7,3339.51,0
Global Bank_CUST_00446,a7dbc113973731cdd557ebed4ba9400d1944e159b38d6eede04685723301632c,62,34,2174.06,0
Global Bank_CUST_00447,f36702ac7b1638d3a128666a6360faf9d2733cc67d053edb113b9fd3e52ecb42,67,55,1887.31,0
Global Bank_CUST_00448,5ba5e64d5828f4cf88dc2550460a2652d0a5df85db5bc3b4fb2e314cf711ac5e,14,20,4291.45,0
Global Bank_CUST_00449,3d6c20062831ee3e66144787154d99b92a1566b9f7e2c81c4767df322c3d5782,37,64,1596.96,0
Global Bank_CUST_00450,6783affe202373871bd9c396cd1b62ac831e214aad9cb3197c8820fbc0070ffd,57,17,6339.11,0
Global Bank_CUST_00451,a03a706b7c4d5025581dd2347a5fe38e7bff25e0e581a597015ea6a59b0db7e8,78,82,2028.45,0
Global Bank_CUST_00452,d7a88db6029f0733bb42491afbeaa259687392b661fd5efdbadb34628efb0745,34,9,8636.94,0
Global Bank_CUST_00453,8eb1c740915acba4a67ce97bd4d44b67f8640372fbb5139c1fb830d2ae6e9b9a,51,35,5130.69,0
Global Bank_CUST_00454,dbe14b9b3d3017d413aa9f527e08e6b2eedd2eb659279328820f07c8b65ca39b,50,16,4818.2,0
Global Bank_CUST_00455,c4d1191ac513fa5696bfdffc5726024d5a1952b2a43700bd76faa2abd549018f,50,16,3915.53,0
Global Bank_CUST_00456,c32f4d6fe2eae0843a7561489e044eaa56fed2a5d9867a1fa23b7b94031c0e1e,85,4,4031.51,0
Global Bank_CUST_00457,8908446c204007f1cbc88adc2996982336e5e04574821328785c4eeeb3618356,14,5,1680.04,0
Global Bank_CUST_00458,644dc3a5375fa425a688e63cee2b7e51d560757721d0c5a5a2f80589c3139847,52,12,5234.64,0
Global Bank_CUST_00459,e1257d34aa79101ca488447824869d3380f7a5870aba2b68e1f39873b6822c57,30,22,5567.21,0
Global Bank_CUST_00460,27932200419ac6ed46ee82d74eee27758af2af8e1c2017005a986c6612db5be8,81,41,4451.51,1
Global Bank_CUST_00461,04226b48ab8ba27ec741d1bdc2a922aaf219a256c49482f6215e335a78aec509,10,14,5054.8,0
Global Bank_CUST_00462,87dc333888121a4edd0921b457d4691c33c9e22e9e21ad37373009b201e95c4e,61,34,3755.89,0
Global Bank_CUST_00463,12f20ce4a96c1c994663cd5d01571df23308393d6707a7c02094f4f4fa3db199,23,23,2548.28,0
Global Bank_CUST_00464,ea41721fbd28687f6bee4efc7f2c24c03cfd4e4306e616e6ea76ad7b3f971e4b,1,55,5966.04,0
Global Bank_CUST_00465,fb7520b3e4aaf393b8e014d6415893cf006dc399b5e706542c8c6a7faa3eedd3,28,3,4504.99,0
Global Bank_CUST_00466,054f39f74d7af7d5673db1a6acdb40bbfd06f76f85961849c713342d53161c67,58,23,2570.59,0
Global Bank_CUST_00467,217ff61a308f1bc473991a55371e448ca9692ccc9ab648c775b95e28914c2cb7,10,20,1864.6,0
Global Bank_CUST_00468,7ed2d0fd211ee391d3f833d882c08807b4d63248750f1f8a624840d13faf9b6d,11,7,3483.64,0
Global Bank_CUST_00469,c88a90aefb6866d0501ee1a67be67f1d0fda7dc3b9483ad20a160d36f482cf27,1,12,4123.84,0
Global Bank_CUST_00470,a55bdce42aaa790d22b9143eacc0718595d3ee1e9b9a2493252b5215a13e9827,82,27,4296.75,1
Global Bank_CUST_00471,699998d23f285a525db92a284e46843cc8f4cd71bf852a2ae5dd473023de5e7c,34,24,5364.86,0
Global Bank_CUST_00472,9f9edbfe6da49e4ea757783dc6c50690e50b17348dee92f812fe1f090d493e83,11,28,4852.24,0
Global Bank_CUST_00473,3fb7213ec09043844a61e18a5611bb03f0eb5fbf45055417984ed89b660d64d8,46,26,7301.72,0
Global Bank_CUST_00474,8ecdb0c1c9f36cdecaeacd921ae86d0fa06c9da67e9a3fe94e58a944be02d186,74,27,5521.99,0
Global Bank_CUST_00475,50d717c7cd7902db3c56b93604c2ec140be354bf1978d606d5012b66c1118184,36,31,4499.15,0
Global Bank_CUST_00476,70054e896c0b14da10f6d9f575edda57b7b54640c55bd07a657c31b286d760b0,6,14,5056.72,0
Global Bank_CUST_00477,144d2ad8a8736217c54832ce68457628f049a26cf2b8b6e6c1ee688cce2a488a,63,19,3557.77,0
Global Bank_CUST_00478,bb3c69d5ce158a9974d6bf50994fdf8f08aebdc3bac26b9d3e9b800356a73fe9,60,47,4908.51,0
Global Bank_CUST_00479,5ce511f3a3413cdeca3bd34d9c7baa7f87616e4d231d3a1bac74a44083a1263a,3,15,7275.09,0
Global Bank_CUST_00480,9c69448d4ec3ee543b411253fdfb5b3f373d9774d54a16ac5e1de23beb8a0467,50,15,1822.47,0
Global Bank_CUST_00481,b627d9eb1d04308dc491691ac9fc67be66e4de2e5b9fc7decbc3796a846aa5da,59,4,2206.48,0
Global Bank_CUST_00482,27c63cc19407aaf5f5775c7f6920b0dc291ec1ca1b587e84ccdea1af72d07981,34,13,5771.33,0
Global Bank_CUST_00483,e2b08e079d5a7bc1affed310ed7eef10a3a243500c062ba9b0b598dbca8fdec6,21,9,6729.31,0
Global Bank_CUST_00484,d06a8daba4c0bd22c6a79d08f5f45795b142be2c12a7b14ab055d87a5077692b,16,10,3564.7,0
Global Bank_CUST_00485,cd27c3ce0f7ad8f8f4195f79229462ed0c3850efa112ee56b2ae06bfacf8db7f,18,12,3723.82,0
Global Bank_CUST_00486,359191b68d0f8f17236919f0333b422417c471ca07e62a10191124a9637f043a,61,59,6401.24,0
Global Bank_CUST_00487,4c29d8024c792c29ef8290903ea7eaa2a3cde7e45af34186c334a02c8cba2e08,54,27,6129.38,0
Global Bank_CUST_00488,444d17fef8aff6321df5dfef258d1dabd0ed7b8472647b8c8f5903e7276e983a,60,20,3490.75,0
Global Bank_CUST_00489,ebf11035df15201e7a73a79f8453683b38cafda252dd6e3015c0444fd8753f31,21,0,4403.9,0
Global Bank_CUST_00490,2385be8d991c9d3d7fec50726504b8c9b79742e33785634480f040085a828763,87,41,3114.61,1
Global Bank_CUST_00491,7cf0e70f80279337ca06ffffbce07cc8bb18a6f4a94386956e674efd087871c9,83,19,4893.49,1
Global Bank_CUST_00492,dfc5fbd90348c454347a605b2c30d246f1bbd54096f71189e859cf1439b8b67c,71,23,3236.03,0
Global Bank_CUST_00493,e3ad32a2bba697d3f3907fab6900c0bd252e6caf22d26f573ac0fa133891d865,16,1,3388.05,0
Global Bank_CUST_00494,6c62b66eea30031bfeb0e41cc4c98dbc4388d15203e4bcad84c3e27f8185df41,67,3,8778.66,0
Global Bank_CUST_00495,76da852c11abca81cab52bea3a482d5b57122bb19552c7fcbf59fa247e78c9b7,38,32,3331.98,0
Global Bank_CUST_00496,3517abee3fae34637a28981bef056bb1d15ddf255aed1be32ad4796ad298dab5,27,12,3271.22,0
Global Bank_CUST_00497,dfd5e205205c1deb318efc444a7572471a112249208d7a3a87571e9affb81340,96,7,5838.83,1
Global Bank_CUST_00498,090bfc90d9edc28bbf267921d9ce02c2045d3810ff84c267f12da62026959cb2,87,10,4764.69,1
Global Bank_CUST_00499,7e40dfa2f687863361e31e75949b4368857754f4ab070c40f8019bae46b8408d,98,20,5619.02,0
Global Bank_CUST_00500,c6568b6364d1081460baf37a6450b03cafafe04aa7aad6b4e597526d1c8491f4,89,10,5876.52,1
Global Bank_CUST_00501,89bd51ba2030904b73463cbd47d67d51debf77f700400db786211d0c0f57cde6,16,9,1544.14,0
Global Bank_CUST_00502,6385d60d6668ab928f8f178a117d21be0ef3b4a45f34338084a54d3f6abc998c,82,17,1404.76,1
Global Bank_CUST_00503,9122355ea85ca5780d4bb1b34e5f472e329aa503e12851318e154190a8fb61f7,19,16,6935.98,0
Global Bank_CUST_00504,31faa823e4ac2cf411c99e7390c4ebb4f71c32cd89560e6d4d9cc6209a68b199,96,3,2053.46,1
Global Bank_CUST_00505,ad2a65ad72245b2387fa3055e621f6fe0a0e25e5a84a1906f639c015379cd690,50,5,4041.63,0
Global Bank_CUST_00506,61ec8d8ea6718ddaafb10e334fbf1c3381e9abf327858ad9a53eee5fa5cd4f11,88,36,3962.07,0
Global Bank_CUST_00507,79045682e5199a07b834e14849fde417d74c785899bb2ccb632605856daeb260,8,12,5431.26,0
Global Bank_CUST_00508,562da72963428f66d96f6fe38c51b33048c9d0e4542971d4f803e1e3816dcfbd,86,9,5254.4,0
Global Bank_CUST_00509,79ab344ae08b91118779ee4bdfbf812374b0a273abae6806b125c251a7926dc1,75,50,3756.45,0
Global Bank_CUST_00510,4ceddb2b7018933ad01383bb8121183417878cb1713a5196f3d9e887c07400f4,72,20,4820.69,0
Global Bank_CUST_00511,8afe9f8746704697e61e94ce0a634b9291084b793760cb90bf022998a9c77a32,88,33,8203.34,1
Global Bank_CUST_00512,49e809aa3eddb2dc63d5f9415a84814e214bc6fab2d9e9551a7c98041d794362,26,21,4257.02,0
Global Bank_CUST_00513,c13fcefc4220da94409bb0b211cb8fde81cc33869a60483402c26986f58321ad,80,25,7029.82,0
Global Bank_CUST_00514,95e0d08a9ce81f143306780efd4a47895a7a55c4782e4760ff350b2fde641ac8,28,35,7297.18,0
Global Bank_CUST_00515,e580e99b32dc892acd16265b6dba9fcd2a7cd58e6085b994b6c0007cb99b600e,26,14,5422.17,0
Global Bank_CUST_00516,a800ba5082ea7253c6279ebe2a065333672c8ec35b1e2c4097bd0b7eac07b0c2,94,26,5482.24,1
Global Bank_CUST_00517,940eb026a53d8ae95449d151366f52f4ebf65f1913c8fe9f10f4f54e3a54742e,1,8,4288.91,0
Global Bank_CUST_00518,490991a51a0feef77288fca1828d30eb5a116aa8cdbbb63035a5cd6ce207be38,91,13,7236.23,0
Global Bank_CUST_00519,d7f7c66536c33300e4c7425c5aaadbec6e97b52d0b676cb218384bc53c7da467,2,7,6642.01,0
Global Bank_CUST_00520,6aec6573ef791844fcb6a1c8b3fc431bd313a07650de1dccaf6a7ffcdb7bf523,88,15,3860.85,0
Global Bank_CUST_00521,1ff7e39c92a4273ced28510936dfa1b64d5d20f634790a632fe2beb71ed8217b,60,8,8348.88,0
Global Bank_CUST_00522,caf22fd88321c02eff34c1dcbc3d706549114dc4ce8e3838739a2a3879b15979,51,3,3612.97,0
Global Bank_CUST_00523,bb1dc23da49072caeaa4ffe35a3c24ebb1878df40a8aa36bf9ea72f5aa0c252d,13,13,3461.32,0
Global Bank_CUST_00524,64fe83a8622387ce9e1c80a422151794cc8ef57de1e232f12a2b40b05fa43f59,77,43,6033.5,0
Global Bank_CUST_00525,90dd972641f9c00206f4155252005978467fd44994fafc3ef986800422ae0f96,25,6,5036.35,0
Global Bank_CUST_00526,a8dbcf8e1d7da14149eaaba3c219fa77ae8468f405c0bdf6e885500765757794,61,21,5386.67,0
Global Bank_CUST_00527,8d18c04a5a8698c6a0b6774ec2f45c959b292ab99cf874bf464eab093d58a2e5,40,7,8290.16,0
Global Bank_CUST_00528,d07c82798d93b7e963ce5ea90b3445f4209d5e11ffab4a590272eb7d8631cf95,6,11,3196.38,0
Global Bank_CUST_00529,2b3b6819c1d7fa3b1fba6c1508ae68c84de653dfbf94739c660bbc72705b869d,37,8,8170.43,0
Global Bank_CUST_00530,2797335b51ce5b923962434e3d6c6e0061fc6f05e01d18640bc22800701e9fea,81,18,5274.58,1
Global Bank_CUST_00531,c9168e30ecb34d6de26809c59c4aa435144bb146746ae9020247af13a699b1c4,70,15,1672.69,0
Global Bank_CUST_00532,55b02815880738f5d127aecac443a72f2d23b9ec94aee9b297cefd96b87bf8fa,38,34,8671.29,0
Global Bank_CUST_00533,a1caa9e30657c9eac45a8a0b6891d45039de6dd5927001c16a6da25e48174ec0,94,14,4744.15,1
Global Bank_CUST_00534,2a3f3764fd929a5933cb1688196dc0651cc43ce56438caebe221ecf74c82819f,2,22,4009.63,0
Global Bank_CUST_00535,5302419aa14e7fdb03c256b5f37d6ce01637e1326edc6bed6fe4ea54c1861e4f,36,5,4993.34,0
Global Bank_CUST_00536,c18c9cdcc4e3e04abad664295bf9fa91fa2382e67638fa1bc5c538b45d919e6d,74,21,6765.93,0
Global Bank_CUST_00537,e0c403b982bdf44df0c9a26602bc267fe6c9abb77d2c6aad5eee9bdeb4e48286,56,2,9448.44,0
Global Bank_CUST_00538,c809eaba88ac2c0a6a7b0126914f2f52ecf2c04a515bd2cdce9a5c5ecfcc6979,25,15,4088.64,0
Global Bank_CUST_00539,3399eb8112c2f78e7610aff7c428acd57597f1faf3582354e083ffe98ed1f741,82,5,5889.69,1
Global Bank_CUST_00540,7b9201440c762f14512e204b1a07f791aa66ed85ff45ff0ffbcb51b2593545c1,96,9,4307.43,1
Global Bank_CUST_00541,b27e438c85bbeaca3c559358577a2337a1bb543e61c18636712d1b64e638c09b,58,60,5600.76,0
Global Bank_CUST_00542,b165e01078f5845c7a70c92ff7479add905aeccc405bc6ad9652bad0021d82d1,16,29,3970.03,0
Global Bank_CUST_00543,99559ff5de61e78e7a7586763afff06411f8d990a48198c78433fbe9f9d0b1da,86,51,3470.37,0
Global Bank_CUST_00544,926155c70e021f1e94c0c915b00caadcab46f1ec6c91ed48bda95c20def70367,40,4,7626.18,0
Global Bank_CUST_00545,9cc838a79d15edb2741171e257c8a01be340dfb54e47ba63861fcf10ff3c2b9e,95,18,-117.95,0
Global Bank_CUST_00546,7fae145cf537b00d2d6e2d200cf9d8d1085d82ea3982c38316510d0855509825,38,2,5994.67,0
Global Bank_CUST_00547,583ddb32b57cbafe19166fcffba797634e18c0d67ed5748db87d789a194e7c82,4,8,2680.68,0
Global Bank_CUST_00548,4a106751bc874bd455d74ccabeea908c7de8b7f717dd277b835eaffabfada621,23,14,7627.87,0
Global Bank_CUST_00549,a5a5e9dacf21925c442c63d204376228c94bf39671b72057b92e64a4cc04b1f9,58,26,5648.36,0
Global Bank_CUST_00550,e0a579505a6b6d61a9bda02c4bdc3d0b1697c960681da2c748161c9e3a1df190,39,23,4513.62,0
Global Bank_CUST_00551,54810bb978ccee564698129acab535729eb25381876543326cfe4c9b670ffd91,0,61,4613.52,0
Global Bank_CUST_00552,f5918449a5fc7f6ef248c82f5cf1b52379fdd73cbcce5692b1ed6f710cb7e261,38,18,6534.07,0
Global Bank_CUST_00553,04e499dd514c584251550c48b96b10bc1607343860d31a09b04adc948afa13c7,78,18,6131.64,0
Global Bank_CUST_00554,04c3693a6275b365f4b420a275155ab026f4ef5b2a640f4841dcc576dc45243f,73,28,10648.1,0
Global Bank_CUST_00555,6033ae2f9a34da8cddb9045ef11ef801deb10cc23bea06557dcb106d0c05a53a,26,16,4368.32,0
Global Bank_CUST_00556,34799ee15083808660063d81d25b7e1c367b23fea8c15364acd0b96972e7c443,81,17,10020.17,0
Global Bank_CUST_00557,91381c1f72a187f17f14cc4e9577ba717c93cd8b50b0c3727ecf10a8ff820647,5,29,3286.02,0
Global Bank_CUST_00558,0543abac3fb384f761203c2a6af32e5f5c93b3bcb91b639295efd47dee7dc744,1,41,1643.73,0
Global Bank_CUST_00559,8884709979f392679da100b43342cfc0454f52ac7430019ede5b68df02caf219,12,32,1341.07,0
Global Bank_CUST_00560,7ab62ed8e3a7759533a4086ac053143a34cf54041611b56ed64dcfa7f0dbd7a0,99,8,6343.85,0
Global Bank_CUST_00561,e22d94796cec34efd6e9df7f5999cf98ac611a2c0f2c76986c9fdce48b08ea3e,86,36,2863.0,1
Global Bank_CUST_00562,9d55f8accf82cac65d031d705bcf294164f7e7d7487c541d731f78842674fa5b,0,24,4207.87,0
Global Bank_CUST_00563,ff99cb7739ac0c9a0fb573c9474887dad36ff8b563ef1901234391d2f996aa5f,71,20,4462.69,0
Global Bank_CUST_00564,c29172dd5777eb1dce4ddb4d98b9478173daff9dd3491555cdf10f8ec773bea7,0,13,2947.63,0
Global Bank_CUST_00565,93bf36334eb951258be67c21b1f327856ec268f92cd90c77f40be0bc34ca1521,58,10,1773.54,0
Global Bank_CUST_00566,cc7a117b35e7bbd1de7e966253c054eff17d78d1e17c07a69f82692392b30768,26,50,5436.27,0
Global Bank_CUST_00567,9d69e20afb54fe76dc0fea69927d1d3a98a17320201484de96125d77614723ba,19,11,4046.66,0
Global Bank_CUST_00568,047c5c502661299ac38f7197cb2414df26f68be0c86de824b156d6dbde8e8e3f,82,24,6019.02,1
Global Bank_CUST_00569,c71398ae28c204e766eb8661ed742e30d0d050b645a072f401465e92d0dc9581,71,18,2883.17,0
Global Bank_CUST_00570,7a8d328580cf04acfe0cda61b09204166d264d78258010a4b549eb0f96418fd7,5,8,5295.83,0
Global Bank_CUST_00571,c5d2d07e790866f29d1889d7b95ffdc4c2901d92b43c43d31255c48ea452e7bf,29,47,4586.05,0
Global Bank_CUST_00572,54c34e053bf57bf3522b135806579ae41a588719dc9cfad56f6dc9078ed77a01,1,47,6522.64,0
Global Bank_CUST_00573,a7e734acf89c0e5f463082af65c09d5e82f43267a47742197425625d0414a6bc,61,10,4292.87,0
Global Bank_CUST_00574,1e765222975c1773dfa890ba55ce1cb5a6896b1550e74670fccc4b2c01ab54c1,28,12,5991.87,0
Global Bank_CUST_00575,c99f6e0684ca778a14215f05798241f17a13b1ce4eb4528a6dc0a46c471b5643,6,11,6504.45,0
Global Bank_CUST_00576,2079c3f5d65f0dd5e3766e2db912f17e994bb7b41343603d431f840c53ec3f98,85,39,4702.37,0
Global Bank_CUST_00577,21286dfc836f9508f0e3e68252d5094f7698cfe502bf325d627e15f60b846896,87,6,6360.51,0
Global Bank_CUST_00578,16bb4da4b054514b2d00dbb7d3fa7ae3fac31ec04648d7db62395a4f54793863,91,23,5749.88,1
Global Bank_CUST_00579,e3b2e8b51ebc70178d0844c2d49729b7a5b90ee8eff4631618a33eef32c402e2,3,8,4421.72,0
Global Bank_CUST_00580,5c1c6227fe5b5e632524fa8a31959614afc6765e3e76debc88690b63ac98a76f,100,2,2245.72,1
Global Bank_CUST_00581,362e8a9ffba480addac3b323954e30c550fb6b841b7cd327686539b8daf7cf21,6,26,6227.46,0
Global Bank_CUST_00582,0735050c3ec0ea238c3309669d116b77d6f5edc22d670b74a799dded6ecaeaee,100,14,4269.56,0
Global Bank_CUST_00583,7db5226211af2c7f392c0349d46cbe4da6040f056173c0dd1f6c0b266b52110c,98,21,3119.11,0
Global Bank_CUST_00584,a394a1509c1251448d1e8cd7c19120e2ba75bf7582a85f4019b2a0c049991c02,91,6,4329.76,1
Global Bank_CUST_00585,37e8566ee5ddb66c13db85ba1dd1d295f1e791c421a5c7b145231695174a6dfd,54,4,3141.01,0
Global Bank_CUST_00586,27b01f9a1b8d3762b8f01b1ba25b81e570524429fdc59204498e10661a8b74ed,8,11,4989.97,0
Global Bank_CUST_00587,3f665480321e07b8754d212ee8a82eeff94053e27c760b948b31548029f8a9b8,72,55,10050.71,0
Global Bank_CUST_00588,ba928906a0b5a213b3e4b4eeefd57cc2ce7c267c8bfd36ec500dca6511114c29,10,18,2155.53,0
Global Bank_CUST_00589,1d32f87e1712416dddc9a25851a6ef04a5ec756cbf0b82e37e4e03454d9d574b,57,11,1121.55,0
Global Bank_CUST_00590,e190ba99154217d29038f81567ce816f92dded839205d916bb28509ed5d60c3f,84,26,4479.03,1
Global Bank_CUST_00591,98777c09626171866110c1e739f6f97f0f0d0f205c912476b65ef3fb0d1e569b,4,36,8169.54,0
Global Bank_CUST_00592,e15ad466d1fa9122d7a2788a316c9067e6a72837be3120ab95b1a97060c4c03b,87,12,6463.96,0
Global Bank_CUST_00593,3bee7409624dc0cc0b197722545733530a1ad474b2cfdb4ae22339eaa05548f4,65,5,2642.29,0
Global Bank_CUST_00594,fe17b9951b739953e4294f450b34d00938915207ad20a25e2035e151c8b4f0a8,7,8,642.1,0
Global Bank_CUST_00595,b1ff72b744209dd1cd2c39eb468bd8fc262353fc35bca149fd1e865379a2b1e8,72,10,3542.21,0
Global Bank_CUST_00596,55bf379c191ddbf57fc547e5476b1e62f669fa31059988fadfd93d27227b7c30,43,33,7516.96,0
Global Bank_CUST_00597,9925f705a94f44027545defee0884e723f8f6e7338bf13c7af161d137a2119c3,48,21,4474.54,0
Global Bank_CUST_00598,801dc31fbe1eb453776b0a299a41f17268c4560b7450cdc0f90d23d8c30b76f6,88,2,5035.17,1
Global Bank_CUST_00599,e5c7a29810863a5bb0d18e863419dc0b775ba52c9718f86b20a6db3229bbf2b9,42,12,4473.74,0
Global Bank_CUST_00600,da7ab3d1c6739603e4f9b9cbdd1c010c41f240fcbff6e6ed841e9345e068887c,21,16,6992.42,0
Global Bank_CUST_00601,e2282f53fe3ec03e4e6a6e0b8aecae28ed3c5837ba9054c7de7931fa8531ad0c,87,21,2482.37,1
Global Bank_CUST_00602,d23229156c623a2f08ac3790b364e024c67a92f4593540070139d417fe0bac6d,18,22,4234.24,0
Global Bank_CUST_00603,07aef2c95cee99dcd8258b3ce7e87780eb7f27602412d53a4a2d030cfe33bea1,19,32,2400.58,0
Global Bank_CUST_00604,cf25ed968a57badfa44945663d8b946f399b62f974af332c452f1488bcccd230,78,63,7866.0,0
Global Bank_CUST_00605,66656cfa3096c58e17d1ba21ce332d496537d177e71931447cd7e39dcb80e9f4,99,24,5346.41,0
Global Bank_CUST_00606,facfd9aa44587a553295d3a0612a6a091336bf7e784281c51efa52b21ab5e880,32,1,3427.1,0
Global Bank_CUST_00607,063b6e39d84fdf9b21687ff92bc8da90b21b39db37f4faabaf27d25e699389bb,23,19,9351.01,0
Global Bank_CUST_00608,71675486d56dff112b21eeed022d7e7fadeecdc452e853e090bea3bbc0da5998,87,20,6589.44,0
Global Bank_CUST_00609,5209dd98540d4e669ada43a70c2b38c810e6ba3d762a658522b0d07ffabdc330,47,12,4969.12,0
Global Bank_CUST_00610,42fc3932055f812f1a7feb0a7ff2f2c0e46bec1b089f0005f29b02154acbcbed,56,35,6672.12,0
Global Bank_CUST_00611,6c943ba5965935d22aef1ca091984703b7e128515f3afbff2e8c87e0749e5c35,47,8,3136.55,0
Global Bank_CUST_00612,ad43584b7d085a28f7ec9110b1e1a9852a92b6c36b8187545a82d12e3298a61d,34,9,6390.02,0
Global Bank_CUST_00613,45439fc8ef6920900e4ee0d73a084b6a4dbb1089be0c9f8d560646e6711835b2,96,7,3026.65,1
Global Bank_CUST_00614,23a3ce57c658ea244545ee0b9b27772ffaf5d7c0fca90ecd2c78ce60cccb7c88,99,18,6712.94,1
Global Bank_CUST_00615,b577cf65a6657ff218fd02290056586df56421e5169f855d01765207f09f6750,17,49,2781.45,0
Global Bank_CUST_00616,12fafbe7ebe9789a9d9aa7163f75f41cc6ae978817a4caa8308390ebe049d398,96,19,3182.75,1
Global Bank_CUST_00617,8dee462e8e8fc9544de62a6c8281f979351a95284bd0fd539d9172e7e056ab44,96,3,5948.73,0
Global Bank_CUST_00618,a471cb0a0370297e2b2a93ba9f5d1216fb724fa1e3aaa182857d3bf346f38791,18,78,4548.69,0
Global Bank_CUST_00619,1386430c65517e3e10605634056e7d67e7315fc0357e59983c2cb74f4dfb9070,68,8,3664.12,0
Global Bank_CUST_00620,12fda8415f7d56ea52dbf08ee19a386e95c2d20f375b7fea88bafd1a4257805e,2,2,5088.84,0
Global Bank_CUST_00621,01697264a3f6ce18b9895e99d5b64836a706fd7a262711957c239ff642b3a194,15,25,5206.12,0
Global Bank_CUST_00622,d778c23d89cf56a1bd3674dc419ba4f57c37b19d3dc742359072f46ae68d86e3,41,22,6444.32,0
Global Bank_CUST_00623,3ef5d54aa0d1d8b3cd3cb6131d6fae795b059ba51db71a19e736519a8d052b8a,71,28,6139.23,0
Global Bank_CUST_00624,95aa09cd3dc7799972c530dbd65b1dbd39ab86ada8314f46a2ac5f384c611ddc,97,27,3427.64,1
